ts_index,qs_index,u,q
2.0000000000000000e+00,1.4000000000000000e+01,2.0000000000000001e-01,8.9639678400134208e+00
2.0000000000000000e+00,1.4000000000000000e+01,5.0000000000000000e-01,9.4303590459428683e+00
2.0000000000000000e+00,1.4000000000000000e+01,8.0000000000000004e-01,9.8967502518723158e+00
2.0000000000000000e+00,1.4000000000000000e+01,9.8999999999999999e-01,1.0719523514594924e+01
2.0000000000000000e+00,1.5000000000000000e+01,1.0000000000000000e-02,8.2367163039043039e+00
2.0000000000000000e+00,1.5000000000000000e+01,2.0000000000000001e-01,9.0594895666269117e+00
2.0000000000000000e+00,1.5000000000000000e+01,5.0000000000000000e-01,9.5258807725563592e+00
2.0000000000000000e+00,1.5000000000000000e+01,8.0000000000000004e-01,9.9922719784858067e+00
2.0000000000000000e+00,1.5000000000000000e+01,9.8999999999999999e-01,1.0815045241208415e+01
2.0000000000000000e+00,1.6000000000000000e+01,1.0000000000000000e-02,7.9079893415199534e+00
2.0000000000000000e+00,1.6000000000000000e+01,2.0000000000000001e-01,8.7307626042425603e+00
2.0000000000000000e+00,1.6000000000000000e+01,5.0000000000000000e-01,9.1971538101720078e+00
2.0000000000000000e+00,1.6000000000000000e+01,8.0000000000000004e-01,9.6635450161014553e+00
2.0000000000000000e+00,1.6000000000000000e+01,9.8999999999999999e-01,1.0486318278824063e+01
2.0000000000000000e+00,1.7000000000000000e+01,1.0000000000000000e-02,8.0094614681914873e+00
2.0000000000000000e+00,1.7000000000000000e+01,2.0000000000000001e-01,8.8322347309140952e+00
2.0000000000000000e+00,1.7000000000000000e+01,5.0000000000000000e-01,9.2986259368435427e+00
2.0000000000000000e+00,1.7000000000000000e+01,8.0000000000000004e-01,9.7650171427729902e+00
2.0000000000000000e+00,1.7000000000000000e+01,9.8999999999999999e-01,1.0587790405495598e+01
2.0000000000000000e+00,1.8000000000000000e+01,1.0000000000000000e-02,7.8804580700455693e+00
2.0000000000000000e+00,1.8000000000000000e+01,2.0000000000000001e-01,8.7032313327681763e+00
2.0000000000000000e+00,1.8000000000000000e+01,5.0000000000000000e-01,9.1696225386976238e+00
2.0000000000000000e+00,1.8000000000000000e+01,8.0000000000000004e-01,9.6360137446270713e+00
2.0000000000000000e+00,1.8000000000000000e+01,9.8999999999999999e-01,1.0458787007349679e+01
2.0000000000000000e+00,1.9000000000000000e+01,1.0000000000000000e-02,7.8806663599859190e+00
2.0000000000000000e+00,1.9000000000000000e+01,2.0000000000000001e-01,8.7034396227085260e+00
2.0000000000000000e+00,1.9000000000000000e+01,5.0000000000000000e-01,9.1698308286379735e+00
2.0000000000000000e+00,1.9000000000000000e+01,8.0000000000000004e-01,9.6362220345674210e+00
2.0000000000000000e+00,1.9000000000000000e+01,9.8999999999999999e-01,1.0458995297290029e+01
2.0000000000000000e+00,2.0000000000000000e+01,1.0000000000000000e-02,7.9809531073599898e+00
2.0000000000000000e+00,2.0000000000000000e+01,2.0000000000000001e-01,8.8037263700825967e+00
2.0000000000000000e+00,2.0000000000000000e+01,5.0000000000000000e-01,9.2701175760120442e+00
2.0000000000000000e+00,2.0000000000000000e+01,8.0000000000000004e-01,9.7365087819414917e+00
2.0000000000000000e+00,2.0000000000000000e+01,9.8999999999999999e-01,1.0559282044664100e+01
